15059 246
2 59
0 98 4489
0 227 8845
0 146 1941
0 161 3623
0 187 3591
0 240 7386
0 151 7517
0 218 5718
0 179 8966
0 136 5057
0 59 3371
0 162 5215
0 133 6052
0 215 1153
0 18 5445
0 238 7203
0 235 8182
0 123 1645
0 24 1969
0 143 5902
0 84 9699
0 165 295
0 64 4501
0 208 4824
0 15 613
0 83 2509
0 200 9615
0 148 9921
0 76 2977
0 169 4307
0 244 6941
0 206 8653
0 67 2400
0 37 3406
1 132 5149
1 164 7592
1 10 2955
1 5 692
1 14 8539
1 26 1659
1 194 602
1 129 2709
1 99 4809
1 183 8083
1 155 2758
1 47 741
1 205 4481
1 98 1009
1 73 1544
1 65 6972
1 187 8
1 12 5820
1 240 596
1 151 8462
1 218 464
1 118 1510
1 90 469
1 107 3304
1 75 1284
1 11 3612
1 162 9501
1 131 6830
1 22 9031
1 215 800
1 74 3263
1 143 7829
1 180 5091
1 165 8631
1 210 6433
1 64 7632
1 208 7206
1 88 8862
1 114 5530
1 128 2933
1 200 1406
1 76 2680
1 206 1585
1 190 8424
1 121 8239
1 37 7338
2 120 8390
2 104 3577
2 6 7681
2 39 5879
2 222 3978
2 19 3158
2 108 2401
2 221 2738
2 95 5494
2 89 3633
2 144 3719
2 87 8983
2 91 4984
2 96 1903
2 71 4930
2 82 9602
2 52 5455
2 31 7907
2 211 9265
2 78 3863
2 196 3694
2 171 6272
2 33 9359
2 135 6245
2 186 9177
2 117 5853
2 139 3538
2 225 3844
2 5 7622
2 237 5789
2 111 1657
2 27 7699
2 14 8580
2 194 6695
2 134 119
2 47 608
2 239 2002
2 0 7989
2 98 9161
2 227 7109
2 40 5727
2 65 9377
2 187 5283
2 179 2844
2 118 3852
2 159 8318
2 75 2521
2 215 9003
2 18 7286
2 238 9658
2 235 832
2 180 3349
2 165 5603
2 228 64
2 64 5621
2 208 4849
2 207 1944
2 88 8043
2 21 3
2 114 4768
2 15 8002
2 128 3004
2 83 4291
2 200 9393
2 223 2146
2 121 3224
3 243 5067
3 171 655
3 32 1649
3 33 1330
3 44 8880
3 135 3002
3 212 6610
3 140 9634
3 94 3588
3 36 5738
3 112 6267
3 92 1575
3 139 7299
3 10 7838
3 237 4428
3 184 139
3 26 7774
3 166 3159
3 129 5043
3 183 8627
3 0 9849
3 40 1318
3 73 583
3 187 1229
3 151 610
3 218 8051
3 29 432
3 75 1018
3 162 7318
3 167 5261
3 22 281
3 215 4657
3 18 3127
3 238 6200
3 235 8140
3 24 2085
3 165 8179
3 210 4442
3 64 2202
3 208 2138
3 207 7717
3 88 7543
3 114 2232
3 15 5457
3 83 5684
3 200 5328
3 223 5785
3 193 1241
3 206 569
3 127 1226
3 67 3872
3 192 7859
3 121 7396
3 37 7167
4 220 5156
4 158 8344
4 2 8684
4 197 7304
4 8 498
4 6 617
4 191 506
4 55 2263
4 39 9574
4 170 1724
4 108 7827
4 50 3469
4 221 9989
4 124 7680
4 57 6616
4 95 1783
4 89 8255
4 103 5289
4 53 1551
4 209 6160
4 91 6735
4 214 4246
4 116 1252
4 226 8026
4 130 9166
4 138 7409
4 3 7407
4 78 5493
4 77 8861
4 160 5540
4 175 8079
4 80 8213
4 212 5336
4 112 3982
4 172 5639
4 139 3438
4 225 8857
4 164 1467
4 237 4482
4 111 6600
4 184 8249
4 26 7885
4 176 442
4 195 8255
4 99 4256
4 155 8671
4 47 2120
4 239 9425
4 98 5411
4 227 9957
4 146 1851
4 12 8681
4 151 1537
4 29 6568
4 136 2334
4 107 9858
4 59 6672
4 162 1200
4 133 5114
4 18 7660
4 238 3156
4 74 1021
4 123 5951
4 143 1825
4 180 4829
4 84 9687
4 228 5889
4 208 2177
4 88 1396
4 21 915
4 114 5179
4 128 9846
4 244 6950
4 206 8174
4 121 1856
4 37 8514
5 237 4609
5 111 9815
5 194 335
5 166 8561
5 176 9821
5 129 4556
5 99 9065
5 134 3541
5 155 6661
5 239 4199
5 227 8100
5 146 2598
5 161 6104
5 240 9331
5 151 3165
5 218 5054
5 159 2689
5 107 2484
5 11 9834
5 133 208
5 131 6308
5 215 2384
5 18 1923
5 238 1911
5 235 5316
5 74 6206
5 123 1671
5 24 7014
5 143 1982
5 180 7615
5 165 2945
5 228 2399
5 208 3255
5 114 5921
5 15 179
5 128 4913
5 223 5046
5 244 3411
5 193 4445
5 206 98
5 127 2747
5 121 8714
5 37 3413
6 191 502
6 55 5837
6 39 7631
6 170 2274
6 222 4032
6 113 2126
6 108 9990
6 50 4706
6 221 2538
6 57 1095
6 95 7260
6 144 1048
6 53 5446
6 209 3679
6 91 4738
6 96 8373
6 71 3479
6 130 8087
6 69 158
6 138 3934
6 3 6675
6 196 8397
6 77 5646
6 171 2287
6 33 7190
6 175 4308
6 44 3351
6 80 7615
6 140 4012
6 36 8725
6 172 8032
6 1 3001
6 92 7148
6 139 1674
6 225 6472
6 132 3392
6 237 9118
6 111 2569
6 27 1938
6 219 2397
6 194 1769
6 176 8213
6 129 507
6 99 1541
6 134 476
6 239 5696
6 0 5548
6 98 3113
6 227 1592
6 40 9744
6 146 5086
6 73 5441
6 187 7620
6 240 9732
6 151 708
6 29 3597
6 179 3323
6 118 2850
6 136 435
6 90 2110
6 107 7048
6 167 1024
6 133 7041
6 238 5812
6 235 6286
6 123 4062
6 24 2341
6 106 4383
6 21 5173
6 83 2847
6
