
755 55
53 8
0 8 3456
0 2 254
0 5 2978
0 31 1282
0 10 7267
0 50 2816
0 43 3175
0 24 1335
0 36 669
0 48 4729
0 26 2887
0 28 9917
0 34 9363
0 17 7627
0 49 6645
0 45 8541
0 9 6248
0 23 5180
0 6 1370
0 1 942
0 16 8883
0 22 6796
0 40 2670
0 52 2256
1 11 7139
1 32 4493
1 47 8064
1 52 2909
2 15 4803
2 13 4405
2 31 6244
2 50 5903
2 35 852
2 37 2385
2 26 6578
2 19 6934
2 49 5985
2 45 4731
2 9 4436
2 23 7809
2 32 7276
2 7 6143
2 52 95
2 38 3288
2 25 6867
3 51 8964
3 18 9651
3 39 1149
3 30 7431
3 29 7220
3 0 829
3 14 7438
3 41 4384
3 54 8264
3 8 4197
3 2 9390
3 5 6033
3 15 1985
3 31 8345
3 50 4742
3 21 9700
3 35 5299
3 43 6328
3 37 543
3 28 6850
3 17 65
3 16 4015
3 22 9475
3 40 2739
3 47 9796
3 52 3467
3 20 7526
4 51 9765
4 39 8848
4 30 4307
4 29 4325
4 0 5108
4 14 4216
4 54 3581
4 8 9428
4 5 122
4 13 3758
4 21 3763
4 24 3093
4 36 9745
4 26 7161
4 28 1134
4 44 8652
4 19 8660
4 49 1294
4 45 7426
4 23 1646
4 6 8633
4 32 2670
4 47 9904
4 52 2036
4 38 7340
4 20 8586
4 25 46
5 31 77
5 35 642
5 43 1809
5 24 3172
5 37 4057
5 26 1214
5 44 6887
5 19 6855
5 45 4322
5 9 6834
5 11 2716
5 32 1702
5 22 5287
5 40 7523
5 47 6871
5 52 8562
5 20 3795
5 25 1172
6 32 4432
6 20 8496
6 25 4093
7 25 7240
8 2 2484
8 5 8114
8 13 2036
8 31 2549
8 10 4038
8 50 5699
8 21 3271
8 35 4466
8 43 5872
8 36 3117
8 48 8638
8 28 912
8 44 8565
8 34 3962
8 19 371
8 49 5523
8 45 2568
8 9 1597
8 23 6256
8 6 7993
8 32 8552
8 47 8757
8 52 689
8 20 3595
8 25 6148
9 6 7462
9 16 2351
9 22 1965
9 40 9718
9 7 5652
9 47 8689
9 25 2714
10 21 953
10 43 4890
10 36 5002
10 48 3344
10 44 9135
10 17 7080
10 49 8422
10 45 967
10 27 46
10 32 9520
10 16 9973
10 22 1438
10 40 7858
10 47 4316
10 52 5455
10 38 7482
10 20 1804
10 25 984
11 16 9355
11 40 2213
11 38 3170
12 19 5844
12 27 8185
12 6 6411
12 1 9877
12 16 8701
12 22 3114
12 40 1592
12 7 6504
12 47 3727
12 52 3709
12 20 216
13 31 6337
13 10 4671
13 35 4477
13 36 7724
13 48 2788
13 26 6860
13 34 9388
13 12 5117
13 17 8732
13 19 4473
13 27 444
13 23 5612
13 6 5776
13 32 8633
13 22 1133
13 47 7367
13 38 8843
14 54 5392
14 15 1894
14 13 6911
14 31 8265
14 21 9269
14 24 4502
14 28 2072
14 12 7596
14 17 3680
14 27 7064
14 11 1190
14 32 5126
14 22 426
14 7 5304
14 47 1640
14 38 5006
14 20 3739
15 31 1643
15 21 5233
15 35 4822
15 43 6989
15 36 3455
15 26 1181
15 44 6605
15 12 3602
15 17 3555
15 19 628
15 23 6833
15 6 7502
15 32 5908
15 40 7955
15 7 9482
15 47 5673
15 52 7607
15 20 5531
15 25 6316
16 22 5674
16 7 6662
16 47 4247
16 20 2598
16 25 1560
17 19 7686
17 49 6726
17 27 1722
17 9 2998
17 1 1552
17 11 7411
17 32 4866
17 22 5610
17 7 1651
17 47 3561
17 52 1607
17 38 3955
18 30 8034
18 33 209
18 29 3507
18 14 9192
18 41 3007
18 54 7100
18 2 831
18 15 5888
18 13 5186
18 31 6155
18 50 3333
18 21 4813
18 43 7624
18 24 643
18 36 4877
18 44 3552
18 34 8487
18 17 441
18 49 5761
18 45 3809
18 27 9903
18 9 4833
18 23 8134
18 6 3354
18 1 7480
18 11 7326
18 22 6519
18 52 9659
18 38 6067
18 25 3253
19 27 7342
19 23 6086
19 6 4234
19 1 6106
19 11 1759
19 32 4005
19 7 8753
19 47 8576
21 35 8909
21 36 2076
21 26 1549
21 44 4865
21 34 9492
21 19 8197
21 27 8645
21 9 4463
21 6 478
21 32 9297
21 16 3361
21 7 5619
21 38 1476
22 7 1111
22 52 4804
22 38 2437
22 25 3592
23 16 1438
23 40 6364
23 7 7630
23 47 3444
23 52 8134
23 38 351
24 48 4240
24 26 7466
24 28 1704
24 44 1497
24 49 429
24 45 8854
24 6 4602
24 1 5416
24 11 5403
24 7 722
24 47 4174
24 52 1561
24 38 6251
24 25 7045
26 44 2609
26 34 4863
26 12 3463
26 17 1184
26 49 5009
26 45 6047
26 27 6192
26 16 1423
26 40 9745
26 7 6113
26 52 5056
27 1 6854
27 11 9138
27 22 4050
27 7 478
27 47 8893
27 38 2292
27 20 5331
28 44 3704
28 12 9696
28 19 246
28 9 4324
28 32 6474
28 7 5433
28 47 8993
28 25 486
29 14 1469
29 41 8463
29 54 3456
29 8 919
29 5 6725
29 15 6372
29 13 8359
29 50 6851
29 21 5046
29 24 1488
29 44 9108
29 34 9024
29 49 1956
29 9 296
29 6 7980
29 1 3977
29 32 1142
29 16 3901
29 52 8333
29 38 133
29 25 9245
30 33 5760
30 41 4339
30 2 6862
30 5 9326
30 31 9534
30 35 1176
30 43 6659
30 24 617
30 48 1589
30 26 8046
30 44 6967
30 34 6359
30 17 1388
30 49 5548
30 45 6526
30 27 229
30 9 2935
30 23 379
